reconstruction_error,true_class,predict_softmax
0.00020130573416418933,1,1
0.03946442582919276,1,1
0.06138557385242091,0,0
0.0008778458603967956,1,1
0.0008391976248450461,1,1
0.046863089503595086,0,0
0.06299363760790812,0,0
0.06051597593699587,0,0
0.0771081365988909,0,0
0.0624318095280856,0,0
0.04854604961527828,0,0
0.06329344308084406,0,0
0.00011741159774446386,1,1
0.0009321062100723599,0,0
0.13178398410978387,0,0
0.14840784062061332,0,0
0.0008395217636550284,1,1
0.009728699412741286,0,0
0.0008392002790560269,1,1
0.0008392097584077334,1,1
0.1678951531130215,0,0
0.06334827950604809,0,0
0.0008394612963473191,1,1
0.10463515191363594,1,1
0.16694127806259665,0,0
0.0036403472558649485,1,1
0.06300339699153362,0,0
0.0008393146046010256,1,1
0.0008394181711751768,1,1
0.0008392128082747664,1,1
0.010030234105914682,0,0
0.053155784217269464,0,0
0.0008392002308696551,1,1
0.23198076827339906,0,0
0.0007127143133872431,1,1
0.0017556853659031232,1,0
0.0010095549073582694,1,1
0.08548810153292884,0,0
0.0008392283211639181,1,1
0.08158122430914154,0,0
0.027030279049362647,0,0
0.17425806684465647,0,0
0.00012236789594624053,1,1
0.07015068892182665,1,1
0.0008392407789298299,1,1
0.08133667388664148,0,0
0.001551096641273945,0,0
0.0008392040718696328,1,1
0.0008811588585709876,0,0
0.030686579818537604,0,0
0.0008391993197643778,1,1
0.0443362718920594,0,0
0.0025218108615503204,0,0
0.0008392127381965141,1,1
0.0004837983233511715,1,1
8.492312295636296e-05,1,1
0.009880643792238485,0,0
0.18060893185451812,0,0
0.05108083380071278,0,0
0.0010095549073582694,1,1
0.00024972636725994026,1,1
0.04996580248479376,0,0
0.3353344839818181,0,0
0.0008392367151374738,1,1
0.04484884629814477,0,0
0.00035863300125606965,1,1
0.19651771586239875,0,0
0.0315120653287299,0,0
0.11644477438410811,0,0
0.08494281848899168,0,0
0.00039550739387876323,1,1
0.061242946397855796,0,0
0.07289381546876303,1,1
0.0013320003526463475,1,1
0.06285336749339564,0,0
0.0002599069988354878,1,1
0.041887368205639375,0,0
0.0008392363154531382,1,1
0.0008392952184048398,1,1
0.04946229178529622,0,0
0.0008392595239263223,1,1
0.06152210855041456,0,0
0.05060362538187074,0,0
0.011116825793044407,0,0
0.0008391965441383827,1,1
0.06270721150216127,0,0
0.0008392546175577306,1,1
0.10346256279636909,0,0
0.04883621647301459,0,0
0.08618549852651075,1,1
0.0008392127847074959,1,1
0.0008392147301146491,1,1
0.0010271536728079253,1,1
0.04908338008810318,0,0
0.08553772106675149,0,0
0.00020752895632119618,1,1
0.0007824885570941997,1,1
0.000839202404047526,1,1
0.007735575116461955,1,1
0.06272818376535089,0,0
0.0008391969953590937,1,1
0.0008391974497078745,1,1
0.0008298572813058343,1,1
0.0008393308641094178,1,1
0.003093325975031863,0,0
0.0008392026869500932,1,1
0.0008392095460982723,1,1
0.0008393806461415204,1,1
0.000839226912754277,1,1
0.0009095531535107802,1,1
