reconstruction_error,true_class,predict_softmax,prob
0.004060433957839481,0,1,0.999889
0.02718412497243506,0,1,0.99993074
0.05998697740973479,0,1,0.8921966
0.001412177374821254,1,1,0.9999275
0.23634862930137182,0,0,0.9999428
0.0003203610906647652,0,0,0.99985385
0.051251547232748274,0,0,0.9879517
0.03008252973516403,0,1,0.9547667
0.0014121747257679201,1,1,0.9999275
0.00033233448607085955,1,1,0.99819654
0.35430163329740194,0,0,0.9999386
0.3800378633129687,0,0,0.9999392
0.09376350118814461,0,1,0.83036613
0.0013861967542166346,0,1,0.9999286
0.02829189319642737,0,1,0.99975616
0.2371189195196797,0,0,0.99992764
0.007598831530575478,0,1,0.999338
0.18151668780307012,0,0,0.9999231
0.03487954240300039,0,1,0.9998605
0.23505469197298143,0,0,0.99993324
0.03794333879630142,0,1,0.9998647
0.36571629112304216,0,0,0.99994004
0.0005595720267615802,0,1,0.7189611
0.04723240935421259,0,1,0.9999356
0.007647194314539422,0,1,0.99978477
0.0012578861763984134,0,1,0.9999279
0.0008445057852590984,0,0,0.9998758
0.0019383243517795807,0,1,0.99991727
0.00029646560277293247,1,1,0.9999418
0.04674339835624335,0,0,0.99988914
0.009919741405417504,0,0,0.8500805
0.012279885198556701,0,1,0.9999261
0.0010093207831603029,1,1,0.99994147
0.0015934414527762446,1,1,0.999884
0.012030770273555876,0,1,0.9531163
0.00035146097463426067,1,1,0.99947435
0.04367188537540964,0,0,0.99987054
0.015381210061275546,0,1,0.9996061
0.08929309369921455,0,0,0.99988055
0.12601473801849156,0,0,0.9999236
0.00013893673444001603,1,1,0.99994063
0.0008403046853834852,0,0,0.9998765
0.012030786056210828,0,1,0.95392334
0.0009667954408544179,1,1,0.9999416
0.05351650137603865,0,0,0.9999392
0.1671384051645918,0,0,0.999925
0.08533255885769678,0,0,0.9999424
0.001386197828936719,0,1,0.9999286
0.04972338427346309,0,0,0.999915
0.3797958679834648,0,0,0.9999393
0.012030770273555876,0,1,0.9531163
0.049103780265714575,0,1,0.9999349
0.10219912871104292,0,0,0.9998964
0.0002602337660087884,0,0,0.99986327
0.0016773979308876274,1,0,0.99987376
0.2322959832305173,0,0,0.9999273
0.01203076965209137,0,1,0.95315146
0.01203076965209137,0,1,0.95315146
0.00468757616879903,0,1,0.9991184
0.012024461926032688,1,1,0.9999236
0.0013015428407446314,0,1,0.99992776
0.01048638588748226,0,0,0.60321265
0.0008403046853834852,0,0,0.9998765
0.00019049786181436244,1,1,0.99994195
0.012537866860685693,1,1,0.99927217
0.02480563815063915,0,0,0.9725363
0.0014121745571237315,1,1,0.9999275
0.35430163329740194,0,0,0.9999386
0.02156930808737457,0,1,0.9994106
0.0003782232859655176,0,1,0.9999391
0.011626538406948344,0,1,0.9814516
0.05936709992743159,0,1,0.9999144
0.01203076965209137,0,1,0.95315146
0.0010267447950089654,1,1,0.99994147
0.014939944675272833,0,1,0.99828124
0.12439215297773297,0,0,0.9999411
0.2897121087211265,0,0,0.9988392
0.06248405111557097,0,0,0.9999081
0.0791578806819371,0,0,0.99990726
0.012030770273555876,0,1,0.9531163
0.013545180723999496,0,0,0.6013894
0.0317519805046305,1,0,0.9995265
0.0008972415570202323,0,0,0.8837827
0.0008445057852590984,0,0,0.9998758
0.0010563760376972463,1,1,0.9999349
0.0014121744226808061,1,1,0.9999275
0.0006135523503719099,0,1,0.91972274
0.23655311153475234,0,0,0.99994254
0.0010695747430465598,0,1,0.9987816
0.3546212770695371,0,0,0.9999386
0.2240463300489803,0,0,0.99846965
0.03591459646862165,0,1,0.99978906
0.02734576441854717,0,1,0.9999026
0.041504204198774916,0,1,0.9999343
0.062398327067974664,0,0,0.9999125
0.00048179164582926384,1,1,0.9999367
0.04960608380815127,0,1,0.9999348
0.0007893397417172296,0,0,0.99987745
0.08042320962306804,0,0,0.99994147
0.0012442690060660677,1,1,0.9984371
0.3800378633129687,0,0,0.9999392
0.035790811969909304,0,1,0.9001012
0.004422473772372092,0,1,0.9983924
0.0008953110364244033,0,0,0.88723105
0.04339035212407733,0,1,0.99575305
0.23189047551538522,0,0,0.9999422
0.11353299625943115,0,0,0.99993753
0.0014121728010398486,0,1,0.9999275
0.0003194134160230499,1,1,0.9999366
0.013550343385231615,0,0,0.9989285
0.07954325212089623,0,0,0.9999417
0.23255204152968934,0,0,0.9998976
0.04701245633017649,0,1,0.99993575
0.02738162466200814,0,1,0.99993217
0.034107537709579167,0,1,0.9999337
0.027013085631307263,0,1,0.99980444
0.012921128578833879,0,0,0.99984217
0.1610259719096908,0,0,0.9999317
0.048414572656298484,0,1,0.9999349
0.18504999508982453,0,0,0.99993753
0.000839182737123613,1,1,0.9999316
0.006194895629564349,0,1,0.99977595
0.01349827214716254,0,0,0.9810601
0.049786637156653955,0,1,0.9999043
0.012030770273555876,0,1,0.9531163
0.025075896607790575,0,1,0.9999056
0.0010093207831603029,1,1,0.99994147
0.2106989430530194,0,0,0.9993761
0.40111010507187383,0,0,0.99993396
0.0010520055624211866,0,0,0.8784534
0.044202562770684364,0,1,0.9998449
0.02564428679075759,0,1,0.9999348
0.00013583495195083732,1,1,0.99994206
0.09436276424562229,0,0,0.9998585
0.013501972103745147,0,0,0.9993286
0.02151528694444014,0,1,0.9993548
0.0013861961944151677,0,1,0.9999286
0.023741352814653012,0,1,0.99990714
0.0008024488798214067,0,1,0.99993753
0.20077284483393118,0,0,0.9970866
0.001018817184946401,0,0,0.87984264
0.01300246903919365,0,0,0.9993262
0.06378296349536172,0,1,0.9520455
0.14407579656890715,0,0,0.99993527
0.08103017633634946,1,1,0.9001737
0.0001979550573047867,1,1,0.99994195
0.00025381872588794757,0,1,0.99993944
0.0004704079631274979,0,0,0.9998723
0.33593348642862403,0,0,0.99993956
0.23729452148025437,0,0,0.99993014
0.024464697612017212,0,1,0.9818839
0.012606512742802695,0,0,0.94219184
0.056955432481680904,0,1,0.9999114
0.0868418602674945,0,0,0.9415686
0.00031658111623390214,0,1,0.9999392
0.000839069509781109,1,1,0.999938
0.05785071509254738,0,1,0.999859
0.11881957241986617,0,0,0.99994254
0.013002470276562551,0,0,0.9993261
0.012938330639331011,0,0,0.999853
0.01385767015054248,0,0,0.6971005
0.3798935428222395,0,0,0.9999392
0.04850104053881497,0,0,0.99962044
0.015442569757504873,0,1,0.9978109
0.0014121747075991997,1,1,0.9999275
0.34224153117207834,1,0,0.9999387
0.05111157788221531,0,0,0.9999169
0.0009667947795011371,1,1,0.9999416
0.012030770273555876,0,1,0.9531163
0.23298996132672925,0,0,0.9999423
0.23687602301453536,0,0,0.99993575
0.0011269587462253662,0,1,0.9974704
0.10957189255959661,0,0,0.9999404
0.01126028755663524,0,0,0.8135025
0.04792046088935406,0,1,0.99990296
0.017086175662544646,1,1,0.99982834
0.00040941248730693504,1,1,0.9999417
0.05151090322698884,0,0,0.9856278
0.01203076965209137,0,1,0.95315146
0.0009351319012077961,0,1,0.9999261
0.0010093229719130444,1,1,0.99994147
0.0014121792818971282,0,1,0.99992764
0.007733194230887794,0,1,0.99914205
0.0007893397417172296,0,0,0.99987745
0.00330474543887954,1,1,0.99990094
0.029673876413611053,0,0,0.99990153
0.08942836828886479,0,0,0.9999397
0.0008445057852590984,0,0,0.9998758
0.03595729272342721,0,0,0.9998754
0.09010131870074864,0,0,0.99993813
0.36545584709062223,0,0,0.99994004
0.0008794745415639881,0,0,0.88903123
0.3799599201552529,0,0,0.9999392
0.024452110042443166,0,1,0.98167336
0.0010093229719130444,1,1,0.99994147
0.0456251290318294,0,1,0.9999343
0.11410531005472782,0,0,0.9999367
0.0418115085876701,0,1,0.9999404
0.046155348681585225,0,1,0.9999343
0.014852296649341682,0,1,0.9984149
0.011056646335462432,0,0,0.7352665
0.007764206185436714,0,1,0.9999361
0.21310157196933763,0,0,0.9999331
0.0010093219765927124,1,1,0.99994147
0.0799933082491867,0,0,0.5312785
0.10787571654782958,0,0,0.9999374
0.0298557064891908,0,1,0.99989617
0.005002711872674077,0,1,0.99873644
0.0872576207654669,0,0,0.9999424
0.000564805659155764,0,1,0.8578103
0.010343972921477847,0,0,0.6187334
0.014671946106713657,0,1,0.9982772
0.012030770273555876,0,1,0.9531163
0.3429153585296673,0,0,0.99993837
0.004243143281900398,0,1,0.9989643
0.23087968635575334,0,0,0.99994266
0.08873129057806772,0,0,0.99993956
0.011148666337190272,1,0,0.7649889
0.23087968635575334,0,0,0.99994266
0.0010093207831603029,1,1,0.99994147
0.012030770273555876,0,1,0.9531163
0.012970031817172023,0,0,0.999321
0.0490595557327567,0,1,0.99993515
0.2370566727946356,0,0,0.99994266
0.25057288131623934,0,0,0.9999168
0.020152140057165254,0,1,0.9999081
0.0007893397417172296,0,0,0.99987745
0.0005884347040563165,0,0,0.6226552
0.0013862043766978047,0,1,0.9999286
0.17144205204168778,0,0,0.9999366
0.001412175357273509,1,1,0.9999275
0.016891175346240055,0,1,0.999111
0.013422209684237584,0,0,0.99946886
0.03145537030337627,0,1,0.99974257
0.23483933626569475,0,0,0.99994266
0.054926261175085166,0,1,0.9998578
0.11520866616757323,0,0,0.99976844
0.008391339987535886,0,1,0.9998698
0.0013861977204947147,0,1,0.9999286
0.024213103759145097,0,1,0.99992895
0.05114348773755245,0,0,0.7447051
0.007733194230887794,0,1,0.99914205
0.047737812356941856,0,1,0.99993443
0.009708266834691844,0,0,0.9812843
0.022930221953734273,0,0,0.9996019
0.0689717456208201,0,1,0.9856736
0.011231642582046793,0,0,0.8405837
