reconstruction_error,true_class,predict_softmax,prob
0.0051900367155365825,0,1,0.96506983
0.028984485406067868,0,1,0.99985635
0.056233668179228896,0,1,0.9654856
0.0049692334818279985,1,1,0.99986696
0.24505969392013283,0,0,0.9999249
0.000340656943629714,0,0,0.99982893
0.03957476417258676,0,0,0.9996481
0.023251557782092126,0,1,0.9994253
0.00496923315768463,1,1,0.99986696
0.0005011560092247446,1,1,0.99860734
0.3568752186769324,0,0,0.9994803
0.38259458900365,0,0,0.9994684
0.09483420276730078,0,1,0.99910647
0.004904365986584815,0,1,0.9998708
0.026571187177255616,0,1,0.97030705
0.22448095999402612,0,0,0.99966645
0.010023276956173992,0,0,0.9498194
0.07922944616873823,0,0,0.99993217
0.03120778018224101,0,1,0.99065524
0.2432442202703671,0,0,0.99991
0.033808261442290925,0,1,0.9916045
0.3699367452895178,0,1,0.967535
0.0004037915458711201,0,1,0.9832466
0.02280799234447592,0,1,0.9999478
0.009316736074996135,0,0,0.7821314
0.004835097853607197,0,1,0.9998636
0.0008621108128453889,0,0,0.9998325
0.002166698710830057,0,1,0.99969983
0.00024794375630767104,1,1,0.99995184
0.03067725765525935,0,0,0.9999008
0.010753706171758675,0,0,0.7706793
0.012687104572069877,0,1,0.99983275
0.000955050000988131,1,1,0.9999517
0.005153052892589794,1,1,0.99958414
0.01298672517883095,0,1,0.8176525
0.00038451591563783035,1,1,0.99943954
0.03155523513793648,0,0,0.99992716
0.011247905249428463,0,1,0.9992329
0.06332290425778093,0,0,0.99993646
0.11268002370612576,0,0,0.99993265
0.00031589791024918125,1,1,0.9999505
0.0008594276159872337,0,0,0.99983275
0.012986782659747103,0,1,0.8251167
0.0009032131033620559,1,1,0.9999517
0.04645007828530731,0,0,0.9999294
0.13669457897597703,0,0,0.9999225
0.09733704753460072,0,0,0.9999324
0.004904364574821779,0,1,0.9998708
0.05882804931786595,0,0,0.9998266
0.38228458243436203,0,0,0.9994267
0.01298672517883095,0,1,0.8176525
0.01739162719956285,0,1,0.9999465
0.10849831975621545,0,0,0.9999143
0.00028196107241126856,0,0,0.99983084
0.0023035073074892005,1,0,0.99596196
0.23042139786872579,0,0,0.9975606
0.012986729984988893,0,1,0.81800956
0.012986729984988893,0,1,0.81800956
0.004438516531233165,0,1,0.98784643
0.011169371277673711,1,1,0.97453666
0.004874880626173244,0,1,0.9998658
0.010836733813552313,0,1,0.5345159
0.0008594276159872337,0,0,0.99983275
0.00017219566777789926,1,1,0.99995184
0.05066665884717563,1,1,0.9996284
0.05138481634379197,0,0,0.9998814
0.004969235810452491,1,1,0.9998671
0.3568752186769324,0,0,0.9994803
0.015734698765685083,0,1,0.99859244
0.00026947783855320366,0,1,0.99983656
0.009650290244107523,0,1,0.93134594
0.00779699701977542,0,1,0.9999063
0.012986729984988893,0,1,0.81800956
0.0009005696674865404,1,1,0.9999517
0.014602090715420764,0,1,0.9973749
0.14704796817498492,0,0,0.9999323
0.25420104844719854,0,0,0.99989426
0.08479908135902813,0,0,0.99993384
0.0941240112354988,0,0,0.99991775
0.01298672517883095,0,1,0.8176525
0.013209599911763945,0,0,0.99948174
